epoch: 0 ,gtl: 0.0
epoch: 1 ,gtl: 5.79336393522
epoch: 2 ,gtl: 0.0
epoch: 3 ,gtl: 3.33085518546
epoch: 4 ,gtl: 3.20362967099
epoch: 5 ,gtl: 0.0
epoch: 6 ,gtl: 0.0
epoch: 7 ,gtl: 1.84675895419
epoch: 8 ,gtl: 0.932979015828
epoch: 9 ,gtl: 0.0
epoch: 10 ,gtl: 0.0
epoch: 11 ,gtl: 4.13106924165
epoch: 12 ,gtl: 1.36544936047
epoch: 13 ,gtl: 8.49116519403
epoch: 14 ,gtl: 5.99592655242
epoch: 15 ,gtl: 8.87002291938
epoch: 16 ,gtl: 0.0
epoch: 17 ,gtl: 61.1932521956
epoch: 18 ,gtl: 4.2230178322
epoch: 19 ,gtl: 13.5266967252
epoch: 20 ,gtl: 6.3313057214
epoch: 21 ,gtl: 8.65471967959
epoch: 22 ,gtl: 36.15820124
epoch: 23 ,gtl: 8.70427017061
epoch: 24 ,gtl: 0.0
epoch: 25 ,gtl: 19.8425112652
epoch: 26 ,gtl: 8.27936005618
epoch: 27 ,gtl: 14.244968767
epoch: 28 ,gtl: 10.2141213784
epoch: 29 ,gtl: 58.1670251248
epoch: 30 ,gtl: 6.78442872577
epoch: 31 ,gtl: 52.164404599
epoch: 32 ,gtl: 16.3820548898
epoch: 33 ,gtl: 8.13398380343
epoch: 34 ,gtl: 60.9898986102
epoch: 35 ,gtl: 7.73153229375
epoch: 36 ,gtl: 2.9902037597
epoch: 37 ,gtl: 15.2835422762
epoch: 38 ,gtl: 32.4620893127
epoch: 39 ,gtl: 14.6890278247
epoch: 40 ,gtl: 31.4440009514
epoch: 41 ,gtl: 20.7215812012
epoch: 42 ,gtl: 25.2312484965
epoch: 43 ,gtl: 16.9378171009
epoch: 44 ,gtl: 28.7921475039
epoch: 45 ,gtl: 29.9650483511
epoch: 46 ,gtl: 20.380150637
epoch: 47 ,gtl: 53.1499481788
epoch: 48 ,gtl: 23.7865770736
epoch: 49 ,gtl: 35.9301582086
epoch: 50 ,gtl: 35.5457012187
epoch: 51 ,gtl: 35.5742004527
epoch: 52 ,gtl: 62.7495078014
epoch: 53 ,gtl: 85.6499304569
epoch: 54 ,gtl: 72.8349697272
epoch: 55 ,gtl: 41.502798489
epoch: 56 ,gtl: 77.2658861359
epoch: 57 ,gtl: 69.5155607638
epoch: 58 ,gtl: 47.96340669
epoch: 59 ,gtl: 44.8414034215
epoch: 60 ,gtl: 58.4846156961
epoch: 61 ,gtl: 70.7702774564
epoch: 62 ,gtl: 89.3052727139
epoch: 63 ,gtl: 87.6134632601
epoch: 64 ,gtl: 72.4022286054
epoch: 65 ,gtl: 99.1271608211
epoch: 66 ,gtl: 64.9061228894
epoch: 67 ,gtl: 101.941796275
epoch: 68 ,gtl: 51.2049354684
epoch: 69 ,gtl: 100.010594181
epoch: 70 ,gtl: 105.022031634
epoch: 71 ,gtl: 86.0058111603
epoch: 72 ,gtl: 115.347537334
epoch: 73 ,gtl: 126.074529052
epoch: 74 ,gtl: 129.027318138
epoch: 75 ,gtl: 104.406093036
epoch: 76 ,gtl: 56.0623447654
epoch: 77 ,gtl: 174.172653447
epoch: 78 ,gtl: 65.5871344982
epoch: 79 ,gtl: 112.435073622
epoch: 80 ,gtl: 106.184475635
epoch: 81 ,gtl: 113.868064309
epoch: 82 ,gtl: 128.805552004
epoch: 83 ,gtl: 131.803724274
epoch: 84 ,gtl: 152.420244323
epoch: 85 ,gtl: 134.07368762
epoch: 86 ,gtl: 131.240688828
epoch: 87 ,gtl: 68.4922156193
epoch: 88 ,gtl: 209.104849921
epoch: 89 ,gtl: 120.184040714
epoch: 90 ,gtl: 113.003769025
epoch: 91 ,gtl: 170.383640264
epoch: 92 ,gtl: 218.522651277
epoch: 93 ,gtl: 156.06617673
epoch: 94 ,gtl: 112.38188192
epoch: 95 ,gtl: 148.079258794
epoch: 96 ,gtl: 122.578431318
epoch: 97 ,gtl: 62.3413729177
epoch: 98 ,gtl: 143.700301933
epoch: 99 ,gtl: 173.287553259
